doc_id,business_id,business_name,text,original_text,source,tags
rev_2_7,50123923,Unknown,as i left an woman approached and identified herself as the manager she was dressed as if she had just awoken in an old tshirt and sweat pants,"As I left an woman approached and identified herself as the manager, she was dressed as if she had just awoken in an old t-shirt and sweat pants",review,pests
rev_7_12,50169361,Unknown,but at least he made sure we had straws for our coffees,but at least he made sure we had straws for our coffees,review,contamination
rev_9_3,50086726,Unknown,also the fries used to be cold and the cheese on the burger was never melted,Also the fries used to be cold and the cheese on the burger was never melted,review,temperature
rev_9_5,50086726,Unknown,now my order has been right a few times in a row and my food hot,Now my order has been right a few times in a row and my food hot,review,temperature
rev_13_1,50116479,Unknown,the drive throuh is so slow it is frustrating but the service is always friendly,"The drive throuh is so slow, it is frustrating but the service is always friendly",review,pests
rev_14_1,50073729,Unknown,the food is usually cold,The food is usually cold,review,temperature
rev_15_1,41543885,Unknown,gunshots from the apartments behind,Gunshots from the apartments behind,review,temperature
rev_18_3,50173394,Unknown,尉hands down this is the slowest mcdonalds drive thru ive experienced in atlanta,尉Hands down this is the slowest McDonald's drive thru I've experienced in Atlanta,review,contamination
rev_18_5,50173394,Unknown,尉as a lover of sweet tea i was completely turned off by this location when i overheard the drive thru operator joking about how sweet it was a few years ago,"尉As a lover of Sweet Tea, I was completely turned off by this location when I overheard the drive thru operator joking about how sweet it was a few years ago",review,pests
rev_18_7,50173394,Unknown,by the time i took my first and only sip i was on i285 headed to perimeter mall and it tasted like cold syrup,"By the time I took my first and only sip, I was on I-285 headed to Perimeter Mall and it tasted like cold syrup",review,temperature
rev_21_1,41317579,Unknown,went in yesterday just to get a soda and could not even park in handicap parking spot because their delivery truck was blocking all spaces,went in yesterday just to get a soda and could not even park in handicap parking spot because their delivery truck was blocking all spaces,review,contamination
rev_21_3,41317579,Unknown,the shift manager made the comment that the car that was waiting needed to be pulled up because they are holding up her line,The shift manager made the comment that the car that was waiting needed to be pulled up because they are holding up her line,review,temperature
rev_21_5,41317579,Unknown,hell i was thinking you are holding up the customer and the others waiting,hell I was thinking you are holding up the customer and the others waiting,review,temperature
rev_22_14,50128026,Unknown,尉the only reason i gave 2 stars was because the fries were hot and the sweet potatoe fries were good and warm,尉The only reason I gave 2 stars was because the fries were hot and the sweet potatoe fries were good and warm,review,temperature
rev_23_2,40967394,Unknown,if i order hot cakes they usually forget either butter or utinsils prompting me to have to go inside,If I order hot cakes they usually forget either butter or utinsils prompting me to have to go inside,review,temperature
rev_24_2,50013003,Unknown,we prefers and paid for items only to get home with 50 of the order accurate,We prefers and paid for items only to get home with 50% of the order accurate,review,pests
rev_24_8,50013003,Unknown,save yourself the frustration and waste if money dont go there,"Save yourself the frustration and waste if money, don't go there",review,pests
rev_25_1,50138186,Unknown,freezing cold reheated soggy fries and twice fried chewy nuggets  straight to my trash can,Freezing cold reheated soggy fries and twice fried chewy nuggets = straight to my trash can,review,temperature
rev_26_2,50141436,Unknown,1 i travel weekly to atlanta hartsfield airport and this mcdonalds never has fresh hot coffee at 430500 am,1 I travel weekly to Atlanta Hartsfield Airport and this McDonald's never has fresh hot coffee at 4:30/5:00 AM,review,temperature
rev_27_8,50137018,Unknown,there were also flies in the dining area which i had to repeatedly brush off my food,There were also flies in the dining area which I had to repeatedly brush off my food,review,pests
rev_27_9,50137018,Unknown,尉as for the food it seemed ok except this was the first time ever that i was given cold syrup for my hotcakes at a mcdonalds,"尉As for the food, it seemed OK, except, this was the first time ever that I was given cold syrup for my hotcakes at a McDonalds",review,temperature
rev_29_3,50144908,Unknown,尉the only thing good about this one is that the management is awesome and its across the street from my house so i can sit around and study till midnight and no one bothers me,尉the only thing good about this one is that the management is awesome and its across the street from my house so i can sit around and study till midnight and no one bothers me,review,contamination
rev_33_13,50147706,Unknown,the fries are always pre sorted and they are a hot or miss,The fries are always pre sorted and they are a hot or miss,review,temperature
rev_33_17,50147706,Unknown,ive had to call corporate about the poor customer service ive had with employees and several managers at this location as well as the constant issue of my order being messed up which is very inconvenient in drivethru,I've had to call corporate about the poor customer service I've had with employees and several managers at this location; as well as the constant issue of my order being messed up (which is very inconvenient in drive-thru),review,pests
rev_34_8,41189848,Unknown,尉forgot to give me a straw for my sweet tea,尉Forgot to give me a straw for my sweet tea,review,contamination
rev_35_2,41163361,Unknown,if you want a hot fudge sundae dont even bother,"If you want a hot fudge sundae, don't even bother",review,temperature
rev_39_1,50144746,Unknown,in food quality and employee humanitywork efforttypically i do not eat mcdonalds food yet similar to the experience of others trapped at northside hospital there is no other option if you are hungry outside of the hospital cafeteria hours of operation,"In food quality and employee humanity/work effortTypically, I do NOT eat McDonalds food; yet similar to the experience of others ""trapped"" at Northside Hospital there is no other option if you are hungry outside of the hospital cafeteria hours of operation",review,pests
rev_39_6,50144746,Unknown,what did surprise me and absolutely shocked me was the customer service offered by employees  how in the world can you be an employee here and not for one minute or even a second acknowledge the obvious fact that you work inside a hospital then consider what that means for each and every person that approaches your counter to order,What did surprise me and absolutely SHOCKED me was the customer service offered by employees ~ HOW in the world can you BE an employee here and NOT for ONE MINUTE or even a second acknowledge the obvious FACT that you work inside a HOSPITAL; then consider what that means for each and every person that approaches your counter to order,review,pests
rev_39_8,50144746,Unknown,how you lost your sense of humanity in all honestly should cause you to pause and contemplate this  are you not aware that you are reflecting how you measure within you your own sense of dignity,"HOW you lost your sense of humanity, in all honestly should cause you to pause and contemplate this ~ Are you not aware that you are reflecting how YOU measure within YOU your own sense of dignity",review,temperature
rev_39_13,50144746,Unknown,尉god forbid on separate occasions i happened to ask for a spoonnapkinstraw,"尉God forbid, on separate occasions I happened to ask for a spoon/napkin/straw",review,"pests,contamination"
rev_39_14,50144746,Unknown,last night i happened to ask for my drink please after receiving my salad and waiting for longer than normal yikes you think i had asked him to draw blood,"Last night, I happened to ask for my drink please (after receiving my salad and waiting for longer than normal) YIKES, you think I had asked him to draw blood",review,contamination
rev_39_18,50144746,Unknown,can anyone clean the crud surrounding the plastic display case for cookies already,Can anyone clean the crud surrounding the plastic display case for cookies ALREADY,review,contamination
rev_39_20,50144746,Unknown,washdisinfect the countertops payment pads straw holders everywhere spills occur including areas customers touch,"Wash/disinfect the countertops, payment pads, straw holders, everywhere spills occur; including areas customers touch",review,contamination
rev_39_24,50144746,Unknown,get a cleaning only employee,GET a cleaning ONLY employee,review,contamination
rev_39_29,50144746,Unknown,how many more years will you ignore not only the unhealthy food options mcdonalds supplies but to continue to allow a daily dose of deliberate and diligent unhealthy negative and put upon attitudes from employees to be delivered to family friends and employees that are there only because they care and are there for your patients,"How many more years will you ignore not only the unhealthy food options McDonalds supplies~ but to continue to ALLOW a daily dose of DELIBERATE and DILIGENT unhealthy, negative, and ""put upon"" attitudes from employees, to be delivered to family, friends and employees that are there only because they CARE and are there for YOUR patients",review,pests
rev_39_32,50144746,Unknown,this toxic waste site is dumping daily doses of negativity inhumanity its seeping and reverberating within the walls of this hospital,"This toxic waste site is dumping daily doses of negativity, inhumanity~ its seeping and reverberating within the walls of this hospital",review,pests
rev_40_0,41510014,Unknown,i know i shouldnt need to ask but experience has proven its a good i idea tonight i forgot 尉to ask them to make sure the coffee wasnt old and after i drove any i checked and it was not only old it was cold,"I know i shouldn't need to ask but experience has proven it's a good I idea, tonight I forgot 尉to ask them to make sure the coffee wasn't old and after i drove any i checked and it was not only old it was cold",review,temperature
rev_47_1,50104443,Unknown,i saw the manager filling orders for drivethru customers using bare hands  no gloves or utensils to pack fries  and this is the weirdest thing ever she was fingering plastic cup lids,I saw the manager filling orders for drive-thru customers using bare hands - no gloves or utensils to pack fries - and this is the weirdest thing ever: she was 'fingering' plastic cup lids,review,contamination
rev_47_3,50104443,Unknown,she poked her finger through the plastic cup lids in the slit made for straws before inserting straws,She poked her finger through the plastic cup lids (in the slit made for straws) before inserting straws,review,contamination
rev_47_5,50104443,Unknown,imagine a finger no gloves super long nails painted and this being inserted into every cup lid before inserting the straw,"Imagine a finger, no gloves, super long nails, painted, and this being inserted into every cup lid before inserting the straw",review,contamination
rev_47_9,50104443,Unknown,the straw can be used to go through the straw slit,The straw can be used to go through the straw slit,review,contamination
rev_47_13,50104443,Unknown,and the cashier had a bad cold and was wiping his runny nose all over with the back of his hand,And the cashier had a bad cold and was wiping his runny nose all over with the back of his hand,review,"temperature,contamination"
rev_47_15,50104443,Unknown,who knows where her handa been,Who knows where her hand'a been,review,contamination
rev_48_3,50063625,Unknown,i live across the street and refuse to stop there,I live across the street and REFUSE to stop there,review,contamination
rev_48_9,50063625,Unknown,only thing they will give you is cold food after a 30 min wait a major headache and crappy service,"only thing they will give you is COLD food after a 30 min wait, a major headache and crappy service",review,temperature
rev_50_6,50138927,Unknown,i had to request a straw for my large soda,I had to request a straw for my large soda,review,contamination
rev_50_7,50138927,Unknown,尉guess i should have checked my sandwich while i looked for the missing straw,尉Guess I should have checked my sandwich while I looked for the missing straw,review,contamination
rev_57_3,50053935,Unknown,尉this location was recently leveled and rebuilt  and they did a complete 180  and when i say that the building was even rotated by 90 degrees,"尉This location was recently LEVELED and rebuilt - and they did a complete 180 - and when I say that, the building was even rotated by 90 degrees",review,temperature
rev_57_7,50053935,Unknown,the new one is sleek clean modern and beautiful,"The new one is sleek, clean, modern and beautiful",review,contamination
rev_57_8,50053935,Unknown,尉the drivethru staff was super friendly i was buying a sprite for heavens sake and both the young lady who took my money and the one who handed me my drink said we hope to see you back here again soon,"尉The drive-thru staff was super friendly (I was buying a Sprite for heaven's sake) and both the young lady who took my money and the one who handed me my drink said ""we hope to see you back here again soon",review,contamination
rev_60_0,50060781,Unknown,went to order a meal via drive through and there was a live roach not waterbug on the window crawling in mid day,Went to order a meal via drive through and there was a live roach (not waterbug) on the window crawling in mid day,review,"pests,contamination"
rev_60_1,50060781,Unknown,i showed it to the gentleman that was collecting my payment and he never noticed the roach there,I showed it to the gentleman that was collecting my payment and he never noticed the roach there,review,pests
rev_61_3,50114629,Unknown,尉i stopped into this mickey ds and right behind the register i saw big breakfast with hotcakes,"尉I stopped into this Mickey D's and right behind the register I saw ""Big Breakfast with Hotcakes",review,temperature
rev_61_5,50114629,Unknown,just seconds after swiping my credit card i was handed a tray with three hotcakes mcdonalds pancakes scrambled eggs a sausage patty a biscuit and a mcdonalds hash brown,"Just seconds after swiping my credit card, I was handed a tray with three hotcakes (McDonald's pancakes), scrambled eggs, a sausage patty, a biscuit, and a McDonald's hash brown",review,"temperature,contamination"
rev_65_5,41532134,Unknown,again curry honda is located super close to the mcdonalds so the food should have still been hot or at least warm when i got there,"Again, Curry Honda is located super close to the McDonald's, so the food should have still been hot (or at least warm) when I got there",review,temperature
rev_65_7,41532134,Unknown,尉i guess the food had been cooked and sitting out for a while and they must keep cups of ice water ready to hand out to customers,"尉I guess the food had been cooked and sitting out for a while, and they must keep cups of ice water ready to hand out to customers",review,contamination
rev_65_12,41532134,Unknown,尉yes service could have been quicker and the food should have been served hotter but this is a mcdonalds and at least the employees were friendly,""" 尉Yes, service could have been quicker, and the food should have been served hotter, but this is a McDonald's and at least the employees were friendly",review,temperature
rev_71_0,50013062,Unknown,hot fries i like,Hot fries i like,review,temperature
rev_73_1,50152508,Unknown,i placed my order through the intercom and was told that id have to pay in separate transactions if i were to use more than 1 coupon,I placed my order through the intercom and was told that I'd have to pay in separate transactions if I were to use more than 1 coupon,review,pests
rev_74_0,50104962,Unknown,food is good but whats with all the flies and nats always in the air,Food is good but what's with all the flies and nats always in the air,review,pests
rev_75_0,50088045,Unknown,fruit flies anyone,Fruit flies anyone,review,pests
rev_75_1,50088045,Unknown,there is a huge fruit fly infestation here,There is a huge fruit fly infestation here,review,pests
rev_77_4,50152143,Unknown,its within walking distance of several hotels,It's within walking distance of several hotels,review,temperature
rev_81_7,40698823,Unknown,after 20 minutes of sitting in this line fighting the urge to just drive off and watching the multiple levels of poor service we finally got our snack and the freaking fries were cold,"after 20+ minutes of sitting in this line, fighting the urge to just drive off, and watching the multiple levels of poor service, we finally got our snack and the freaking fries were cold",review,temperature
rev_81_9,40698823,Unknown,you would think after all that time at least the food would be hot,"you would think after all that time, at least the food would be hot",review,temperature
rev_85_6,50044965,Unknown,she walks away to fill my order only to leave one of her long bleached hairs in between my 2 frozen strawberry lemonades,"she walks away to fill my order, only to leave one of her long BLEACHED hairs in between my 2 frozen strawberry lemonades",review,contamination
rev_87_6,50006537,Unknown,just because someone is holding a broom does not mean that they are sweeping,Just because someone is holding a broom does not mean that they are sweeping,review,temperature
rev_88_5,50143595,Unknown,尉when i pulled up to get my 20 count i was handed a small bag with a small fry,"尉When I pulled up to get my 20 count, I was handed a small bag with a small fry",review,contamination
rev_88_6,50143595,Unknown,尉i asked the guy why he was handing it to me and he said because this is what you ordered,"尉I asked the guy why he was handing it to me and he said ""Because this is what you ordered",review,contamination
rev_90_2,50126777,Unknown,every day i kid you not they got my order wrong and made me a hot latte instead,EVERY day (I kid you not) they got my order wrong and made me a hot latte instead,review,temperature
rev_93_2,41118126,Unknown,尉when the drive through person attempted to hand me my meal she stated it was a qt,尉When the drive through person attempted to hand me my meal she stated it was a QT,review,"temperature,contamination"
rev_93_17,41118126,Unknown,i want my money back and if i dont get it i will go to every place that i use to rate businesses and really make known my disapproval of how they do business,I want my money back and if I don't get it I will go to every place that I use to rate businesses and really make known my disapproval of how they do business,review,pests
rev_96_0,41683685,Unknown,this location has the new strawberry creme pies,This location has the new strawberry creme pies,review,contamination
rev_100_1,50008640,Unknown,the resturant was so dirty that there was no clean table available,The Resturant was so dirty that there was no clean table available,review,contamination
rev_101_0,50162068,Unknown,brand new and sparkling clean with a very modern feel not sure how long the lime green walls will last they are bright,"Brand new and sparkling clean with a very modern feel, not sure how long the lime green walls will last, they are bright",review,contamination
rev_105_8,41328070,Unknown,id rather skip it and go somewhere that can get my order right and do it with a smile,I'd rather skip it and go somewhere that can get my order right and do it with a smile,review,pests
rev_106_3,50000709,Unknown,though its frustrating,though its frustrating,review,pests
rev_108_6,50065197,Unknown,3 star seems accurate for this mcdonalds,3 star seems accurate for this McDonald's,review,pests
rev_109_0,40622601,Unknown,saw roaches while eating,Saw roaches while eating,review,pests
rev_111_2,40986189,Unknown,尉head for the chickfla across the street,尉Head for the Chick-fl-A across the street,review,contamination
rev_112_5,50039631,Unknown,尉i drove to the studio movie grill parking lot to eat before a movie and noticed that my fries were cold,尉I drove to the Studio Movie Grill parking lot to eat before a movie and noticed that my fries were cold,review,temperature
rev_112_7,50039631,Unknown,尉cold mcdonalds fries are the worst,尉Cold McDonald's fries are the worst,review,temperature
rev_112_14,50039631,Unknown,尉i know some may say its just a mcdonalds but hey  ive been to numerous other locations where their food is pretty consistent dont serve cold fries,""" 尉I know some may say it's ""just a McDonald's,"" but hey - I've been to numerous other locations where their food is pretty consistent (don't serve COLD fries",review,temperature
rev_113_1,50097960,Unknown,not only does the place smell of dirty rags and cleaner solutions but the service is bad as well,"Not only does the place smell of dirty rags and cleaner solutions, but the service is bad as well",review,contamination
rev_116_0,50088499,Unknown,my poor wife stepdaughter and her three johns creek junior lacrosse gladiator teammates who spent the night saturday and were craving mickey ds this morning,"My poor wife, stepdaughter and her THREE Johns Creek junior lacrosse Gladiator teammates who spent the night Saturday and were CRAVING Mickey D's this morning",review,contamination
rev_116_6,50088499,Unknown,尉imagine three bags stuffed full of food  all in individual wrappers and some almost too hot to handle,尉Imagine three bags stuffed full of food - all in individual wrappers and some almost too hot to handle,review,"temperature,contamination"
rev_116_15,50088499,Unknown,diabolical strategy to be sure,Diabolical strategy to be sure,review,pests
rev_117_7,50120921,Unknown,unlike some fast food places that stop serving milkshakes after a certain hour because theyve already cleaned the machine theyll make you a milkshake up until they close,"Unlike some fast food places that stop serving milkshakes after a certain hour because they've already cleaned the machine, they'll make you a milkshake up until they close",review,contamination
rev_118_6,40756606,Unknown,about six months ago someone told me they got robbed while sitting in the drive thru at this location but they were there around 2am and my visit was taking place at 6pm so i wasnt worried about getting robbed as much as i was about getting shot,"About six months ago, someone told me they got robbed while sitting in the drive thru at this location, but they were there around 2am and my visit was taking place at 6pm, so I wasn't worried about getting robbed as much as I was about getting shot",review,temperature
rev_118_7,40756606,Unknown,after making sure that the parking lot was not about to be shot up he accepted my cash asked me if i wanted to wait a minuite and get some hot fries,"After making sure that the parking lot was not about to be shot up, he accepted my cash, asked me if I wanted to wait a minuite and get some hot fries",review,temperature
rev_119_5,50102283,Unknown,尉when i made it to the window she was having a conversation with her co worker despite me having my hand out the window to give her the money,尉When I made it to the window she was having a conversation with her co worker despite me having my hand out the window to give her the money,review,contamination
rev_120_6,50087218,Unknown,the second my food is always hot and prepared correctly,The second: my food is always hot and prepared correctly,review,temperature
rev_120_7,50087218,Unknown,despite the ridiculously slow line ive never received cold fries or a wrong order,"Despite the ridiculously slow line, I've never received cold fries or a wrong order",review,temperature
rev_122_0,50087299,Unknown,hot tip,Hot Tip,review,temperature
rev_122_2,50087299,Unknown,sorather than taking your life in your hands by trying to turn left through three lanes of traffic simply drive 1200 feet pass this mcdonalds and turn left at the traffic light,"""SO""Rather than taking your life in your hands by trying to turn left through three lanes of traffic, simply drive 1,200 feet pass this McDonalds and turn left at the traffic light",review,"pests,contamination"
rev_126_4,50106152,Unknown,all he did was defend their food inspection rating,All he did was defend their food inspection rating,review,pests
rev_133_1,50108310,Unknown,my fries were all stale and cold,My fries were all stale and cold,review,temperature
rev_134_4,50150898,Unknown,id rather go to sonics down the street,I'd rather go to Sonic's down the street,review,pests
rev_135_0,50127646,Unknown,worst mcdonalds ever bad costumer service cold burgers cold fries the manager lady is the biggest b i have meet 尉the people that work there are slow and dumb i think i rather drive out of my way than come here,"Worst McDonald's ever bad costumer service cold burgers cold fries the manager lady is the biggest B**** I have meet, 尉the people that work there are slow and dumb I think I rather drive out of my way than come here",review,"pests,temperature"
rev_138_8,50121471,Unknown,id write a letter to corporate but she did not give me a receipt,I'd write a letter to corporate but she did not give me a receipt,review,pests
rev_138_17,50121471,Unknown,i didnt get a straw,I didn't get a straw,review,contamination
rev_144_3,50110045,Unknown,on top of that the panhandlers and drug addicts asking for money both times is ridiculous,On top of that the panhandlers and drug addicts asking for money (both times) is ridiculous,review,contamination
rev_147_4,50002995,Unknown,i am sure the hobos panhandling outside could do better,I am sure the hobo's panhandling outside could do better,review,contamination
rev_149_1,50150377,Unknown,this place is in a hotel so you think they would have staffing,This place is in a hotel so you think they would have staffing,review,temperature
rev_150_2,50134149,Unknown,尉i guess its ok if you want to grab a soda on a hot day or a snack to munch on while walking around but again its not very good,"尉I guess it's OK if you want to grab a soda on a hot day or a snack to munch on while walking around, but again, it's not very good",review,temperature
rev_151_0,50173397,Unknown,i was on my way home a little after midnight and i wanted a cold drink,I was on my way home a little after midnight and I wanted a cold drink,review,temperature
rev_153_1,50171915,Unknown,my husband  i stopped by for drinks since it was a hot evening during our visit in vegas,My husband & I stopped by for drinks (since it was a hot evening during our visit in Vegas),review,temperature
rev_153_10,50171915,Unknown,the service was so bad i took a photo of the phone number posted outside the window to file a complaint,The service was so bad I took a photo of the phone number posted outside the window to file a complaint,review,temperature
rev_155_3,50002995,Unknown,i usually get annoyed when i receive poor service but i should temper the urge to write about it based on the location and the service they are providing,"I usually get annoyed when I receive poor service, but I should temper the urge to write about it based on the location and the service they are providing",review,temperature
rev_156_0,50117705,Unknown,fries were old and cold,Fries were old and cold,review,temperature
rev_158_8,50129355,Unknown,尉on a positive note if you order and decide to eat there the inside is actually pretty big and kept clean,"尉On a positive note, if you order and decide to eat there, the inside is actually pretty big and kept clean",review,contamination
rev_159_27,41391327,Unknown,i emailed mcdonalds corporate and they couldnt care less,I emailed McDonalds corporate and they couldn't care less,review,pests
rev_165_21,50131902,Unknown,尉frustrated i got back in my car drove back to restaurant and went inside,"尉Frustrated, I got back in my car, drove back to restaurant and went inside",review,pests
rev_165_26,50131902,Unknown,尉since it was now a cold item i had to ask to get a replacement,"尉Since it was now a cold item, I had to ask to get a replacement",review,temperature
rev_165_30,50131902,Unknown,尉i will be sending a copy of this review to mcdonalds corporate office because if they are not already aware of how bad this store is they need to be,"尉I will be sending a copy of this review to McDonald's corporate office, because if they are not already aware of how bad this store is, they need to be",review,pests
rev_167_1,41112524,Unknown,尉every time id be in the drivethru theyd get my order wrong and as i waited for my upcoming wrong order with cars in front of me i entertained myself by 1 watching 尉the handoff of food from the employee 尉to the driver of the car 2 a slight pause and 3 尉then the hand back as the driver qas and returns the wrong order that was given to them,"尉Every time I'd be in the drive-thru they'd get my order wrong, and as I waited for my upcoming wrong order with cars in front of me, I entertained myself by (1) watching 尉the hand-off of food from the employee 尉to the driver of the car; (2) a slight pause; and (3) 尉then the hand back as the driver QA's and returns the wrong order that was given to them",review,contamination
rev_170_0,50006537,Unknown,i dont mind fresh and hot,I dont mind fresh and hot,review,temperature
rev_173_0,50151286,Unknown,this is hands down the worst mcds location,This is hands down the WORST McD's location,review,contamination
rev_173_5,50151286,Unknown,the food is either overcooked or not accurate,The food is either overcooked or not accurate,review,pests
rev_175_4,40397723,Unknown,id much rather go out of my way and give my money to the boca park location,I'd much rather go out of my way and give my money to the Boca Park location,review,pests
rev_176_5,50165566,Unknown,next tiem i decide to go to mcdonalds by my job i will hop on the freeway and go to another one and still return to work faster then running across the street to this one,Next tiem I decide to go to Mcdonalds by my job I will hop on the freeway and go to another one and still return to work faster then running across the street to this one,review,contamination
rev_180_1,50095507,Unknown,i rather have mcdonalds coffee over any other coffee in the world,I rather have McDonald's coffee over any other coffee in the world,review,pests
rev_180_17,50095507,Unknown,尉when i drove up to the pickup window i was greeted by an anorexic looking latino kid who didnt even give me eye contact and while holding the coffee he sticks his arm out the window and just drops it before i even have the chance to reach out to grab it,"尉When I drove up to the pick-up window, I was greeted by an anorexic looking latino kid who didn't even give me eye contact, and while holding the coffee he sticks his arm out the window and just drops it before I even have the chance to reach out to grab it",review,temperature
rev_187_25,50112623,Unknown,some of the examples of this include pies that expired an hour before i received them an egg that was completely raw in the middle and tonights lovely mess up,"Some of the examples of this include pies that expired an hour before I received them, an egg that was completely raw in the middle, and tonights lovely mess up",review,contamination
rev_191_0,50060330,Unknown,very nice and clean,very nice and clean,review,contamination
rev_192_9,50105705,Unknown,尉low and behold when i move up i recognize the guy handing me my food as one of the mcdonalds workers who stepped over my pile of food in slowmotion matrix effect yesterday morning,"尉low and behold when i move up, i recognize the guy handing me my food as one of the mcdonald's workers who stepped over my pile of food in slow-motion matrix effect yesterday morning",review,contamination
rev_193_1,50164414,Unknown,staff seemed confused on how to handle special requests choosing instead to argue with a customer infront of me and behind me,"Staff seemed confused on how to handle special requests, choosing instead to argue with a customer in-front of me and behind me",review,contamination
rev_194_6,50072538,Unknown,yesterday we pull up and ask for hot fudge sundaes,"Yesterday, we pull up and ask for hot fudge sundaes",review,temperature
rev_194_25,50072538,Unknown,cant say i blame the perpitrator when these ladies cant even pour a glass of tea,Can't say I blame the perpitrator when these ladies can't even pour a glass of tea,review,pests
rev_195_0,50173497,Unknown,cold fries and best of all a customer came in and ordered,"Cold fries and best of all, a customer came in and ordered",review,temperature
rev_195_2,50173497,Unknown,he went and told someone and they handed him a rag,He went and told someone and they handed him a rag,review,contamination
rev_198_3,50159872,Unknown,the meal was bagged and handed to me by the store mgr,The meal was bagged and handed to me by the store mgr,review,contamination
rev_199_2,50123040,Unknown,food was cold and not warm at all,Food was cold and not warm at all,review,temperature
rev_200_4,50063143,Unknown,kids shakes were dripping and messy so when i asked for extra napkins to clean up her mess the dingdong gives me one napkin,Kids shakes were dripping and messy so when I asked for extra napkins to clean up her mess the ding-dong gives me one napkin,review,contamination
rev_200_5,50063143,Unknown,then i tell them napkins were not in the bags and when i asked for more they hand me one napkin,Then I tell them napkins were not in the bags and when I asked for more they hand me ONE napkin,review,contamination
rev_201_5,50046787,Unknown,it seems poorly stocked poorly operated and under maintained,"It seems poorly stocked, poorly operated and under maintained",review,pests
rev_203_1,50115919,Unknown,no hot chocolate no hot mocha no anything,No hot chocolate no hot mocha no anything,review,temperature
rev_205_1,50152074,Unknown,尉it was only moderately busy,尉It was only moderately busy,review,pests
rev_205_3,50152074,Unknown,she complained that kids in general in restaurant were screaming too loud and that she was too busy to accurately take our orders,She complained that kids in general in restaurant were screaming too loud and that she was too busy to accurately take our orders,review,pests
rev_207_1,41600223,Unknown,one worker greeted me at the door as i walked in the cashier was very polite and everyone of the employees was actively working either completing orders or cleaning,"One worker greeted me at the door as I walked in, the cashier was very polite and everyone of the employees was actively working either completing orders or cleaning",review,contamination
rev_208_0,41299322,Unknown,mcdonalds should never disappoint but this one certainly will as they are slow as heck and 9 times out of 10 your fries will be cold,"McDonald's should never disappoint, but this one certainly will as they are slow as heck and 9 times out of 10, your fries WILL be cold",review,temperature
rev_209_3,50174566,Unknown,尉ive even gone far enough to complain to corporate,尉I've even gone far enough to complain to corporate,review,pests
rev_210_1,41652878,Unknown,尉i called corporate twice they sent me a coupon which was not even the value of what they made a mistake on,"尉i called corporate twice, they sent me a coupon which was not even the value of what they made a mistake on",review,pests
rev_210_3,41652878,Unknown,corporate even said i didnt need one,corporate even said i didnt need one,review,pests
rev_211_6,50169727,Unknown,pure rehydrating goodness,pure re-hydrating goodness,review,pests
rev_211_10,50169727,Unknown,he was still in our hotel at the same craps table i left him at,he was still in our hotel at the same craps table I left him at,review,temperature
rev_211_11,50169727,Unknown,i actually left the hotel cause i didnt think he would still be down there,I actually left the hotel cause I didn't think he would still be down there,review,temperature
rev_216_0,50000967,Unknown,just having come from a trip at the hotel across the street from this little wonder i got to speak,"Just having come from a trip at the hotel across the street from this little wonder, I got to speak",review,"temperature,contamination"
rev_218_1,50169361,Unknown,尉of course i didnt buy anything in here but really like going in there to use their bathroom because its like negative mcmoney for the big mccorporationbucks,尉Of course I didn't buy anything in here but really like going in there to use their bathroom because it's like negative McMoney for the big McCorporationBucks,review,pests
rev_220_10,50065875,Unknown,we sat down among the other customers three older men sparsely seated and desperate to stay awake lest they be thrown out in the street amongst the crumpled pornographic business cards,We sat down among the other customers: three older men sparsely seated and desperate to stay awake lest they be thrown out in the street amongst the crumpled pornographic business cards,review,pests
rev_222_16,50071209,Unknown,when i turn around towards the window half of his arm is in my car and the straws almost hit my face,""" When I turn around towards the window, half of his arm is in my car and the straws almost hit my face",review,contamination
rev_223_10,41312436,Unknown,尉the coffee is sometime cold as well,尉The coffee is sometime cold as well,review,temperature
rev_224_4,50168429,Unknown,my biscuit was very dry and the hash browns were cold in the middle,My biscuit was very dry and the hash browns were cold in the middle,review,temperature
rev_225_1,50149370,Unknown,all of their employees are rude serve cold food and have bad attitudes,"All of their employees are rude, serve cold food, and have bad attitudes",review,temperature
rev_226_4,50164200,Unknown,the manager on the other hand gave me my food with a smile and even cracked a joke,The manager on the other hand gave me my food with a smile and even cracked a joke,review,contamination
rev_227_3,50005685,Unknown,second the food comes out cold or the fries will not be salted often,"Second, the food comes out cold or the fries will not be salted often",review,temperature
rev_227_4,50005685,Unknown,third a managershift supervisor was extremely rude to me simply because i went through the drive thru w two separate orders,"Third, a manager/shift supervisor was extremely rude to me simply because I went through the drive thru w/ two separate orders",review,pests
rev_228_1,50134720,Unknown,it is very clean and the food is fresh,"It is very clean, and the food is fresh",review,contamination
rev_229_2,50074674,Unknown,this last time was the final straw,This last time was the final straw,review,contamination
rev_229_3,50074674,Unknown,they not only got the order wrong but the food they did give us was cold,They not only got the order wrong but the food they did give us was cold,review,temperature
rev_229_4,50074674,Unknown,the chicken sandwich was cold and felt like cardboard,The chicken sandwich was cold and felt like cardboard,review,temperature
rev_230_4,41336612,Unknown,c give you cold food,c) Give you cold food,review,temperature
